part,num_dots,answer,feedback,a,points,time
1,16,15,False,0.000000,0,12.81
1,114,40,False,0.000000,0,3.91
1,114,45,False,0.000000,0,1.77
1,23,15,False,0.000000,0,1.96
1,101,50,False,0.000000,0,2.07
1,21,13,False,0.000000,0,4.11
1,114,30,False,0.000000,0,2.22
1,13,10,False,0.000000,0,2.94
1,189,60,False,0.000000,0,1.49
1,42,20,False,0.000000,0,1.34
1,88,55,False,0.000000,0,1.96
1,36,25,False,0.000000,0,1.66
1,31,23,False,0.000000,0,1.87
1,25,12,False,0.000000,0,1.66
1,43,18,False,0.000000,0,1.99
1,29,17,False,0.000000,0,1.64
1,14,7,False,0.000000,0,1.76
1,18,8,False,0.000000,0,1.03
1,18,9,False,0.000000,0,1.57
1,22,11,False,0.000000,0,1.16
1,2,2,False,0.000000,0,0.84
1,48,24,False,0.000000,0,3.89
1,66,27,False,0.000000,0,1.39
1,6,6,False,0.000000,0,2.36
1,44,17,False,0.000000,0,2.36
1,32,17,False,0.000000,0,1.64
1,135,30,False,0.000000,0,3.96
1,59,33,False,0.000000,0,1.61
1,103,45,False,0.000000,0,2.04
1,6,6,False,0.000000,0,2.59
1,28,15,False,0.000000,0,2.16
1,13,1,False,0.000000,0,3.13
1,2,2,False,0.000000,0,2.34
1,11,7,False,0.000000,0,2.51
1,82,22,False,0.000000,0,1.91
1,18,21,False,0.000000,0,4.71
1,37,22,False,0.000000,0,1.06
1,122,32,False,0.000000,0,2.27
1,28,17,False,0.000000,0,2.46
1,92,29,False,0.000000,0,2.69
1,146,39,False,0.000000,0,2.53
1,11,9,False,0.000000,0,4.96
1,19,1,False,0.000000,0,1.96
1,50,10,False,0.000000,0,0.99
1,52,16,False,0.000000,0,2.59
1,51,16,False,0.000000,0,1.06
1,30,18,False,0.000000,0,1.13
1,35,18,False,0.000000,0,1.13
1,35,19,False,0.000000,0,0.71
1,7,7,False,0.000000,0,2.76
1,2,2,False,0.000000,0,1.65
1,83,13,False,0.000000,0,2.78
1,15,8,False,0.000000,0,1.69
1,2,2,False,0.000000,0,0.71
1,33,12,False,0.000000,0,3.07
1,91,17,False,0.000000,0,1.84
